750$2018-06-02 10:26:28$like$1328
988$2018-08-06 17:16:18$giveMark$377$10
295$2018-03-21 14:30:47$share$2025
960$2018-09-25 01:14:10$giveMark$1662$5
356$2018-05-21 03:49:48$like$283
114$2018-05-31 21:52:39$browse$1417
1015$2018-06-09 19:43:27$share$249
483$2018-10-24 02:20:04$share$601
865$2018-02-08 01:18:51$giveMark$968$1
440$2018-10-12 22:59:48$like$1147
125$2018-04-13 06:39:55$browse$258
839$2018-10-28 07:00:06$browse$1389
816$2018-08-12 03:02:14$giveMark$1487$7
665$2018-07-09 11:31:58$giveMark$957$10
415$2018-10-20 14:49:59$share$1992
635$2018-09-25 16:32:18$browse$1973
205$2018-06-18 00:24:06$like$934
949$2018-05-19 01:59:44$share$1458
469$2018-01-30 13:15:14$share$399
359$2018-01-17 13:43:37$browse$168
860$2018-03-20 06:31:24$giveMark$1601$6
1000$2018-08-05 06:49:51$giveMark$1015$8
642$2018-09-02 15:08:20$browse$845
490$2018-10-02 06:40:01$like$753
611$2018-08-14 23:19:13$giveMark$556$5
474$2018-02-01 01:36:41$giveMark$2016$8
586$2018-10-31 15:30:10$share$1005
979$2018-02-04 00:28:48$browse$1092
1031$2018-06-04 18:39:39$giveMark$1717$8
659$2018-07-23 13:40:46$share$147
952$2018-07-07 03:17:41$browse$900
622$2018-04-29 15:21:06$giveMark$343$1
547$2018-03-27 22:25:21$share$1190
450$2018-01-14 10:18:51$share$43
31$2018-09-29 00:32:52$browse$1119
716$2018-10-22 18:39:00$share$589
538$2018-07-22 23:45:56$browse$1326
424$2018-05-03 02:02:17$share$813
890$2018-02-12 14:34:16$giveMark$314$4
425$2018-06-29 09:51:22$giveMark$308$7
614$2018-02-27 22:45:34$browse$1399
60$2018-03-30 22:51:35$share$630
675$2018-08-09 21:35:39$share$634
362$2018-01-03 06:55:46$giveMark$1584$8
41$2018-02-24 02:22:25$giveMark$240$2
476$2018-10-13 03:08:35$giveMark$553$8
213$2018-01-28 22:12:46$share$1803
650$2018-06-05 07:36:33$giveMark$981$7
726$2018-01-09 20:12:09$giveMark$2004$10
97$2018-07-22 04:29:52$like$1461
976$2018-05-19 10:40:07$like$993
331$2018-01-02 12:43:43$giveMark$1679$1
96$2018-07-28 11:28:11$giveMark$152$7
669$2018-01-13 05:42:49$share$956
211$2018-09-23 19:45:37$like$458
650$2018-03-26 11:58:06$giveMark$1436$10
34$2018-09-14 14:46:40$like$345
706$2018-10-03 00:48:30$like$1603
428$2018-07-05 03:12:35$share$17
632$2018-06-04 13:53:11$browse$488
988$2018-09-23 08:31:26$browse$706
510$2018-09-16 03:42:12$browse$120
405$2018-08-16 02:01:04$like$707
638$2018-02-23 07:49:08$giveMark$1566$8
715$2018-04-28 23:28:23$share$488
454$2018-09-26 08:10:06$giveMark$1334$1
267$2018-10-13 08:26:19$like$261
899$2018-01-03 07:40:50$browse$917
450$2018-04-11 10:21:41$share$257
515$2018-03-19 08:01:26$giveMark$810$7
631$2018-08-29 23:23:56$like$347
899$2018-10-10 23:23:06$share$888
257$2018-03-17 06:32:22$browse$2000
396$2018-06-27 07:49:57$share$1345
716$2018-04-25 01:56:25$share$410
143$2018-02-08 05:45:36$share$572
813$2018-09-22 22:05:52$browse$265
948$2018-10-31 00:58:39$browse$559
645$2018-08-27 23:38:13$like$1902
921$2018-05-08 03:16:48$giveMark$1444$3
277$2018-01-23 22:43:39$giveMark$1563$6
583$2018-05-06 02:14:47$share$840
514$2018-02-27 05:53:31$like$1892
711$2018-03-02 00:14:18$like$815
915$2018-01-11 21:26:42$share$1328
242$2018-06-09 20:11:38$like$401
447$2018-06-02 18:22:59$like$31
674$2018-05-13 21:21:28$giveMark$1416$3
349$2018-09-03 20:47:08$giveMark$797$10
819$2018-04-08 19:07:03$giveMark$767$7
602$2018-01-02 03:23:04$giveMark$1750$7
306$2018-03-20 01:18:49$browse$332
840$2018-10-20 19:57:31$giveMark$1719$8
8$2018-08-15 15:59:21$like$342
663$2018-01-20 00:22:01$like$467
650$2018-06-03 11:11:37$share$678
451$2018-09-04 11:33:30$share$3
639$2018-06-16 03:24:24$browse$1026
677$2018-02-08 17:43:28$share$180
67$2018-02-01 01:27:34$giveMark$325$2
603$2018-01-13 15:20:13$like$2029
1052$2018-05-26 12:30:37$share$256
697$2018-10-03 10:37:43$giveMark$1261$2
217$2018-03-17 15:15:02$giveMark$12$5
352$2018-03-04 11:29:10$share$897
247$2018-01-27 19:23:04$share$709
961$2018-04-22 16:49:48$like$1195
413$2018-05-17 05:04:04$like$384
41$2018-02-16 20:33:28$like$515
470$2018-05-03 04:01:04$like$429
96$2018-02-27 10:31:49$browse$930
578$2018-10-31 01:54:33$share$1461
7$2018-07-18 11:49:35$browse$1450
785$2018-04-25 07:23:03$like$1300
16$2018-07-04 14:16:47$like$599
865$2018-08-20 23:34:50$like$2055
472$2018-04-11 15:46:07$share$872
819$2018-05-26 07:46:25$giveMark$943$6
768$2018-07-01 02:33:12$browse$1869
7$2018-05-28 18:37:40$like$1500
496$2018-01-31 08:15:24$like$1826
282$2018-09-12 08:25:45$share$1675
516$2018-07-27 09:54:05$browse$195
12$2018-10-21 13:06:57$giveMark$1128$4
374$2018-01-26 22:01:34$like$1454
993$2018-10-02 11:26:50$like$2100
138$2018-01-16 10:51:30$share$1955
772$2018-09-23 17:03:25$giveMark$1487$10
256$2018-02-25 05:41:50$giveMark$174$6
447$2018-05-19 10:21:31$like$1398
600$2018-10-13 16:58:41$giveMark$1731$5
421$2018-10-17 08:48:57$browse$1502
757$2018-10-03 16:22:53$browse$1681
759$2018-08-03 19:40:41$browse$46
1013$2018-05-17 16:54:43$giveMark$1896$4
828$2018-10-30 14:01:49$browse$1377
422$2018-01-05 10:09:11$share$642
798$2018-10-28 07:59:27$browse$729
789$2018-04-19 16:45:04$like$1972
454$2018-01-21 12:54:31$giveMark$1501$9
1$2018-03-08 15:49:22$share$1830
781$2018-08-06 19:09:21$giveMark$827$1
661$2018-07-07 14:23:54$browse$1886
796$2018-09-25 23:54:04$giveMark$766$4
702$2018-06-13 02:59:03$giveMark$441$10
35$2018-07-17 14:41:43$giveMark$2048$4
200$2018-08-15 07:48:28$browse$42
20$2018-08-19 14:48:57$like$368
1058$2018-08-11 10:41:00$share$1344
1023$2018-05-15 20:30:30$share$1869
721$2018-06-08 14:25:24$giveMark$1820$1
682$2018-06-12 22:32:57$giveMark$593$9
665$2018-02-27 06:54:20$giveMark$224$5
719$2018-09-03 01:53:22$giveMark$1263$1
803$2018-03-21 05:05:20$like$1832
759$2018-08-20 18:00:30$like$493
475$2018-05-21 13:23:35$giveMark$492$3
490$2018-07-22 19:31:53$giveMark$1994$10
756$2018-02-24 16:05:32$giveMark$612$8
134$2018-10-11 13:32:42$browse$952
855$2018-08-16 18:37:00$giveMark$1778$10
572$2018-06-29 21:42:42$browse$1954
238$2018-04-28 04:17:33$browse$75
45$2018-09-06 01:23:40$browse$1759
50$2018-02-07 13:21:32$giveMark$542$8
6$2018-06-29 10:18:00$share$317
692$2018-10-23 01:14:52$browse$906
934$2018-03-23 13:07:10$share$110
772$2018-03-19 17:25:40$browse$1684
622$2018-01-22 20:54:59$browse$1126
187$2018-05-10 01:16:55$like$1830
591$2018-04-28 03:54:48$like$1866
112$2018-08-22 23:50:47$browse$273
1016$2018-10-15 17:46:57$giveMark$1234$1
241$2018-08-11 20:41:05$share$275
533$2018-05-08 16:53:24$share$1991
476$2018-05-15 02:12:04$share$1609
706$2018-08-29 15:18:22$browse$1901
332$2018-04-28 02:19:00$browse$78
324$2018-10-11 16:46:57$like$1826
814$2018-04-01 15:54:24$browse$1665
679$2018-02-10 03:58:36$browse$1428
102$2018-01-23 05:51:41$giveMark$1259$3
632$2018-04-05 02:04:52$giveMark$1303$10
523$2018-07-13 01:00:01$giveMark$1934$10
1031$2018-01-09 17:47:42$share$2036
701$2018-07-26 20:23:36$browse$1006
936$2018-08-04 05:59:21$like$1571
504$2018-03-16 19:26:04$giveMark$283$8
851$2018-07-01 14:00:04$like$1193
366$2018-03-09 21:40:21$browse$53
769$2018-01-17 12:09:12$like$1242
61$2018-04-12 13:23:54$giveMark$518$5
89$2018-08-14 13:46:23$like$1944
683$2018-03-21 19:22:16$like$1851
85$2018-03-23 22:09:00$giveMark$41$9
639$2018-05-16 00:41:01$share$1803
870$2018-02-22 10:58:28$like$860
387$2018-02-07 14:49:17$like$1182
493$2018-06-15 02:01:46$share$1284
947$2018-03-22 23:55:50$giveMark$750$9
526$2018-02-03 07:33:13$giveMark$451$1
404$2018-06-28 21:32:54$share$169
366$2018-06-04 15:39:14$like$1791
142$2018-07-03 12:37:59$like$660
650$2018-06-18 01:22:09$browse$1345
611$2018-01-06 23:01:19$like$1985
528$2018-05-24 09:06:15$like$1969
728$2018-03-17 07:55:09$giveMark$321$8
363$2018-10-30 22:17:19$like$1378
691$2018-08-20 06:04:56$giveMark$507$2
147$2018-03-16 23:49:16$browse$1996
859$2018-01-15 20:10:25$browse$1811
158$2018-10-23 00:47:18$like$604
797$2018-03-01 05:47:36$like$1690
336$2018-02-01 01:30:29$like$677
949$2018-02-27 09:26:55$browse$1356
540$2018-04-18 21:15:58$browse$1538
519$2018-07-11 06:47:17$giveMark$1733$6
946$2018-02-22 09:57:44$giveMark$1385$9
136$2018-02-10 20:50:17$giveMark$1523$2
206$2018-04-28 02:46:48$browse$1217
924$2018-05-04 22:10:50$browse$495
822$2018-01-26 09:48:13$giveMark$756$1
940$2018-01-28 21:38:10$share$843
551$2018-06-11 08:26:40$share$1053
874$2018-05-29 04:59:32$share$140
598$2018-03-31 20:18:21$share$147
414$2018-05-11 22:19:57$browse$1329
893$2018-08-11 18:43:38$like$1540
419$2018-01-21 01:15:28$like$2049
470$2018-02-09 21:39:44$share$130
491$2018-09-04 22:21:09$giveMark$1993$4
984$2018-03-05 23:00:02$giveMark$993$1
287$2018-04-05 21:22:12$share$411
530$2018-02-19 09:09:01$giveMark$1710$7
970$2018-01-20 09:54:11$giveMark$216$10
744$2018-09-30 09:40:40$giveMark$1209$2
52$2018-03-18 07:44:01$share$911
527$2018-03-25 11:30:01$giveMark$979$4
462$2018-09-16 18:25:51$browse$442
945$2018-01-29 21:00:04$browse$1720
264$2018-06-15 21:18:32$browse$1416
828$2018-03-16 06:38:18$browse$1230
126$2018-03-31 01:24:39$browse$1053
772$2018-04-21 02:41:31$like$452
879$2018-05-14 04:19:21$browse$1722
885$2018-04-12 00:10:22$giveMark$1003$9
978$2018-08-02 11:47:59$giveMark$211$8
871$2018-07-10 07:32:21$share$1328
79$2018-02-03 21:13:51$browse$1636
742$2018-08-24 02:45:30$giveMark$231$6
544$2018-07-03 16:45:00$browse$435
686$2018-09-10 18:51:55$like$849
159$2018-05-05 09:21:19$browse$1625
764$2018-10-01 12:37:23$giveMark$1550$7
316$2018-10-18 03:20:06$giveMark$16$10
887$2018-05-28 06:40:05$browse$1091
492$2018-09-17 23:29:21$giveMark$1317$2
741$2018-05-10 02:23:12$like$2029
761$2018-04-14 16:54:17$browse$1887
769$2018-04-13 17:32:58$share$324
697$2018-09-08 09:58:57$giveMark$1310$5
573$2018-02-21 20:17:26$browse$272
671$2018-06-19 16:05:35$share$1628
8$2018-05-19 05:37:41$share$1055
535$2018-09-19 00:11:32$giveMark$255$5
1007$2018-10-20 05:06:14$browse$764
184$2018-08-01 12:24:26$giveMark$1684$5
321$2018-02-03 08:41:16$browse$1641
458$2018-02-05 01:32:59$like$901
534$2018-03-16 10:27:10$browse$1486
18$2018-05-20 14:07:36$browse$228
379$2018-02-15 19:19:59$giveMark$1094$2
1016$2018-03-05 20:00:49$like$581
632$2018-03-09 03:27:25$like$169
690$2018-09-17 08:06:00$browse$1815
418$2018-07-08 01:59:07$browse$1532
466$2018-09-28 08:08:20$share$1203
474$2018-01-10 11:25:11$browse$1666
815$2018-07-26 12:51:24$browse$307
4$2018-07-19 22:46:32$browse$382
756$2018-08-27 01:21:51$share$148
449$2018-07-10 12:44:32$browse$134
205$2018-02-26 18:54:33$like$1460
477$2018-09-29 06:07:59$browse$481
385$2018-06-23 12:38:34$share$1827
942$2018-02-02 11:22:50$giveMark$1201$10
546$2018-10-29 11:05:45$browse$1230
29$2018-04-08 07:16:36$browse$1914
828$2018-05-12 03:40:54$browse$1695
863$2018-06-12 01:54:50$browse$248
879$2018-07-20 20:17:41$giveMark$734$6
511$2018-10-31 22:39:52$share$572
330$2018-08-25 04:38:42$like$1610
1046$2018-07-26 12:41:46$browse$1800
913$2018-06-28 21:33:37$like$904
409$2018-08-16 09:23:32$like$286
351$2018-07-09 05:58:15$giveMark$427$3
234$2018-09-26 11:41:32$browse$876
675$2018-05-03 04:50:29$share$1609
580$2018-03-07 08:12:15$share$714
705$2018-06-29 06:07:18$like$1940
570$2018-01-12 20:28:43$browse$1961
783$2018-02-23 04:04:32$like$1510
498$2018-05-11 21:54:31$like$61
1037$2018-07-02 02:06:53$browse$1811
214$2018-10-21 20:51:43$giveMark$580$8
598$2018-08-23 11:06:26$like$1602
326$2018-05-25 03:17:36$browse$117
889$2018-03-11 13:24:43$giveMark$1284$4
300$2018-07-27 09:53:25$like$545
43$2018-05-20 00:15:18$browse$523
930$2018-01-21 07:45:46$share$421
962$2018-10-22 04:26:46$like$396
648$2018-05-31 10:35:35$giveMark$910$10
1058$2018-06-15 18:51:58$like$1749
875$2018-08-14 20:23:35$giveMark$986$5
703$2018-08-04 02:01:23$like$71
387$2018-10-05 17:43:26$like$653
654$2018-03-31 20:33:27$browse$2028
484$2018-02-08 12:38:10$like$17
904$2018-09-13 16:10:22$like$1897
894$2018-09-28 03:15:46$share$516
765$2018-07-17 07:14:34$like$477
704$2018-02-13 01:56:08$giveMark$798$2
721$2018-01-22 11:39:31$giveMark$416$7
1046$2018-04-01 15:35:25$giveMark$839$1
526$2018-07-22 13:39:34$browse$1116
904$2018-07-30 20:43:04$share$1213
322$2018-05-15 21:13:25$share$407
535$2018-03-16 20:33:56$browse$1123
611$2018-01-19 08:56:58$like$503
956$2018-04-03 18:18:52$giveMark$1467$6
498$2018-08-29 11:49:31$giveMark$1611$8
971$2018-03-05 01:41:20$giveMark$1789$2
357$2018-02-13 21:40:03$share$2048
772$2018-04-28 08:31:08$browse$29
813$2018-05-04 23:12:46$like$281
809$2018-03-19 21:26:48$browse$1144
350$2018-10-08 00:18:23$giveMark$358$5
483$2018-09-06 19:26:00$share$1654
84$2018-01-22 01:34:36$share$982
518$2018-02-05 11:42:33$browse$185
527$2018-05-23 19:25:34$browse$1084
725$2018-10-11 02:45:12$giveMark$293$2
82$2018-09-13 00:31:14$browse$1980
456$2018-09-26 01:57:49$browse$726
78$2018-01-10 01:31:59$browse$70
241$2018-06-30 13:58:38$giveMark$1188$9
308$2018-08-18 08:09:03$browse$602
918$2018-08-12 03:14:17$like$849
494$2018-06-14 06:02:43$like$403
266$2018-10-16 14:05:18$share$737
888$2018-10-22 03:00:29$like$1452
853$2018-08-26 08:43:11$like$1320
510$2018-06-12 05:18:55$giveMark$589$2
893$2018-03-04 02:16:57$giveMark$967$5
410$2018-03-27 04:12:31$browse$590
743$2018-03-25 05:06:11$browse$1336
630$2018-03-17 19:02:06$giveMark$1993$1
734$2018-05-31 02:13:55$giveMark$1388$6
19$2018-04-17 00:29:42$giveMark$316$5
907$2018-07-05 20:29:26$like$1252
245$2018-10-13 03:20:02$like$524
682$2018-06-01 09:13:02$like$2085
807$2018-02-14 18:31:37$giveMark$1339$8
883$2018-03-12 18:56:23$share$1401
618$2018-09-16 10:25:39$like$1347
190$2018-05-22 01:05:37$giveMark$580$6
93$2018-03-03 03:37:12$browse$976
394$2018-01-26 21:45:02$share$1380
296$2018-05-17 10:41:51$giveMark$674$3
248$2018-06-03 11:37:15$giveMark$1824$8
650$2018-02-12 06:03:03$giveMark$328$1
11$2018-06-24 02:37:46$share$1898
404$2018-09-06 10:59:49$browse$1517
263$2018-07-26 23:28:32$like$317
1052$2018-05-15 00:56:54$like$334
36$2018-05-09 08:40:54$giveMark$1006$4
725$2018-05-20 01:12:50$giveMark$801$7
103$2018-02-02 02:14:58$share$662
3$2018-05-18 19:31:13$browse$110
138$2018-01-10 01:39:10$share$341
41$2018-05-13 18:31:23$share$1874
494$2018-08-30 14:08:19$share$569
211$2018-01-29 14:56:51$share$1103
80$2018-06-05 05:00:08$share$509
536$2018-01-04 23:45:26$giveMark$693$4
617$2018-09-07 20:25:49$share$2081
619$2018-07-31 08:24:10$share$1908
976$2018-05-15 08:49:11$giveMark$1160$8
1016$2018-06-03 04:22:01$share$1198
816$2018-06-15 19:13:06$share$253
987$2018-05-11 23:26:51$like$137
906$2018-07-12 00:51:05$share$260
357$2018-02-23 01:03:17$share$779
991$2018-06-12 18:03:04$giveMark$519$8
844$2018-04-03 23:16:15$share$1404
777$2018-07-12 04:39:20$browse$30
777$2018-09-13 09:01:53$like$1983
92$2018-08-30 17:03:54$giveMark$1157$2
441$2018-08-12 19:49:05$browse$2064
121$2018-10-28 12:35:24$browse$377
333$2018-01-01 18:11:34$share$838
444$2018-10-18 18:08:42$browse$283
468$2018-08-29 06:44:04$browse$154
590$2018-02-13 16:03:57$giveMark$1971$4
572$2018-01-27 01:57:11$giveMark$22$1
389$2018-09-19 18:18:49$like$317
967$2018-10-04 22:17:52$share$1655
477$2018-01-28 22:16:12$share$815
281$2018-03-19 01:52:21$share$523
704$2018-05-21 06:56:35$giveMark$576$5
958$2018-07-24 16:24:43$like$835
87$2018-07-20 07:38:44$share$899
892$2018-07-01 00:46:17$giveMark$1882$7
929$2018-10-07 06:49:08$like$353
785$2018-04-14 22:14:51$like$2035
80$2018-04-14 03:01:43$like$1882
888$2018-01-08 12:45:56$share$1478
545$2018-09-22 01:51:03$giveMark$1820$5
181$2018-04-15 13:57:03$share$1963
163$2018-07-05 08:28:58$giveMark$521$10
704$2018-04-09 16:35:47$browse$148
639$2018-02-18 14:01:26$share$1237
745$2018-02-26 01:38:51$giveMark$767$3
523$2018-08-22 15:38:43$browse$1310
268$2018-08-07 02:27:41$giveMark$2010$1
962$2018-01-19 10:08:44$giveMark$98$10
624$2018-04-11 06:16:34$share$445
733$2018-04-16 17:40:25$browse$331
149$2018-07-01 00:08:48$browse$971
871$2018-07-03 09:56:40$browse$1470
729$2018-03-08 09:49:07$like$992
910$2018-09-26 13:52:50$share$999
155$2018-06-19 03:17:21$share$1499
689$2018-01-09 22:16:33$browse$1078
667$2018-08-18 04:42:50$share$197
952$2018-02-05 20:04:23$browse$500
59$2018-06-20 03:44:19$browse$128
933$2018-07-04 19:41:13$giveMark$38$6
951$2018-08-29 15:55:43$share$537
162$2018-08-08 11:59:26$giveMark$640$2
993$2018-10-02 20:41:55$like$862
752$2018-03-31 13:44:29$browse$315
718$2018-09-10 03:48:38$like$392
439$2018-04-20 00:39:36$like$488
66$2018-09-04 22:31:34$browse$1842
1000$2018-08-10 15:18:38$giveMark$1338$10
778$2018-05-17 21:58:48$share$1727
782$2018-09-25 11:27:03$giveMark$1719$2
1050$2018-01-19 17:35:23$like$1111
666$2018-07-14 01:39:33$share$1831
352$2018-08-24 01:39:50$like$18
415$2018-05-26 13:01:28$share$419
1041$2018-06-30 10:43:13$giveMark$291$5
268$2018-09-18 12:09:44$share$399
8$2018-05-24 17:46:54$like$853
790$2018-05-25 03:27:48$giveMark$495$9
524$2018-04-13 10:44:36$browse$1897
890$2018-09-11 17:31:37$share$261
680$2018-04-24 13:24:49$giveMark$718$4
949$2018-10-29 04:54:33$share$385
203$2018-05-16 19:12:33$giveMark$1759$7
884$2018-02-02 07:48:24$like$1919
866$2018-02-03 05:53:20$browse$1848
666$2018-09-26 17:13:03$like$1180
764$2018-02-16 09:18:47$like$1097
852$2018-06-02 00:56:00$giveMark$161$7
887$2018-07-13 15:04:35$giveMark$1825$2
770$2018-09-22 01:46:44$share$966
606$2018-07-16 22:47:14$share$1779
483$2018-08-07 04:34:08$share$1103
159$2018-08-06 22:07:46$giveMark$1068$10
996$2018-07-30 02:19:06$like$986
464$2018-03-02 11:58:33$share$690
1006$2018-05-25 14:18:55$share$1127
325$2018-09-17 20:48:41$browse$1662
295$2018-02-10 15:32:30$like$422
1026$2018-07-18 14:59:43$share$1778
742$2018-02-18 00:24:49$giveMark$1252$6
997$2018-05-25 20:03:27$share$2020
103$2018-09-12 19:42:32$like$1262
295$2018-01-20 09:54:04$share$497
463$2018-10-01 18:29:31$browse$995
70$2018-09-23 15:49:04$giveMark$1002$5
636$2018-08-28 21:53:19$browse$1237
17$2018-10-28 12:25:46$giveMark$1065$6
936$2018-07-26 22:33:11$like$1280
81$2018-05-03 12:51:41$share$788
908$2018-08-30 12:10:04$share$170
374$2018-01-06 21:04:44$giveMark$593$7
139$2018-10-02 17:15:47$share$345
81$2018-09-23 11:37:56$giveMark$1008$4
442$2018-09-28 01:14:59$share$143
985$2018-04-29 08:19:46$giveMark$684$2
248$2018-08-01 18:16:33$browse$785
661$2018-05-13 04:31:49$like$1961
829$2018-05-06 21:51:18$share$1923
53$2018-05-10 18:54:59$share$1823
505$2018-06-19 06:03:38$like$813
371$2018-10-24 00:12:29$giveMark$1933$2
998$2018-10-02 17:42:56$share$129
136$2018-07-12 22:51:57$browse$1262
382$2018-10-13 21:37:39$share$1121
773$2018-08-13 20:52:11$like$1047
762$2018-09-04 15:19:38$share$1949
53$2018-07-10 21:36:35$like$542
224$2018-08-08 21:41:38$share$1907
532$2018-05-19 21:36:23$giveMark$1348$7
783$2018-10-28 04:20:41$like$309
1021$2018-02-24 02:39:13$share$1932
22$2018-09-20 10:46:04$like$46
583$2018-10-13 11:05:53$share$1041
485$2018-07-18 16:18:59$giveMark$812$5
354$2018-09-24 05:35:52$giveMark$395$8
703$2018-09-27 19:17:38$giveMark$1591$5
318$2018-10-06 23:46:13$giveMark$282$4
727$2018-10-07 09:01:21$like$1616
653$2018-06-10 16:29:39$giveMark$393$8
384$2018-09-11 08:36:18$like$323
229$2018-08-01 11:00:47$like$1372
649$2018-03-08 16:42:55$giveMark$660$6
142$2018-06-23 19:47:36$giveMark$225$6
507$2018-05-18 16:48:00$giveMark$2101$5
694$2018-01-24 01:40:06$giveMark$1882$1
314$2018-01-24 12:54:35$browse$726
630$2018-10-28 15:25:59$browse$1905
698$2018-08-09 23:38:39$share$1795
177$2018-07-17 07:22:31$like$1923
733$2018-10-21 20:08:11$giveMark$554$9
881$2018-07-29 18:22:30$share$1549
805$2018-08-21 08:17:03$share$593
639$2018-03-07 20:13:09$like$585
38$2018-04-19 02:45:06$giveMark$1347$7
506$2018-02-01 12:32:32$like$250
260$2018-01-02 02:57:36$share$1676
424$2018-05-07 06:42:01$share$1451
187$2018-10-07 23:34:47$like$1528
555$2018-05-30 09:52:09$browse$1843
439$2018-05-15 20:16:01$giveMark$319$7
465$2018-06-30 07:48:24$like$987
187$2018-01-03 19:49:18$like$148
845$2018-06-24 13:27:51$giveMark$1981$2
328$2018-02-07 22:10:54$share$1577
1053$2018-07-12 15:11:58$giveMark$567$2
924$2018-02-14 14:31:56$share$155
906$2018-09-29 02:12:22$share$86
437$2018-05-05 02:04:23$share$1860
781$2018-02-03 01:35:22$browse$987
406$2018-03-31 05:20:55$browse$1955
979$2018-07-16 00:11:12$giveMark$769$6
969$2018-08-26 06:55:02$giveMark$1725$7
787$2018-01-30 12:52:55$giveMark$92$6
548$2018-01-04 18:11:14$giveMark$408$5
79$2018-02-10 01:45:30$browse$1178
283$2018-06-05 05:06:12$giveMark$1698$1
22$2018-09-22 16:55:21$share$1269
969$2018-01-31 16:01:05$share$205
244$2018-07-13 00:34:36$giveMark$79$5
603$2018-09-26 08:19:48$like$1358
600$2018-06-28 14:41:37$browse$45
973$2018-09-07 18:56:42$giveMark$401$7
303$2018-08-12 09:17:14$giveMark$1612$5
973$2018-08-07 13:53:47$share$174
232$2018-04-25 20:11:11$giveMark$238$7
53$2018-08-15 11:11:44$share$975
771$2018-02-17 11:07:11$giveMark$1238$8
122$2018-06-30 20:24:05$browse$2007
42$2018-10-05 22:08:03$browse$1167
588$2018-09-17 13:13:03$giveMark$1091$7
873$2018-04-29 14:27:44$share$656
471$2018-07-22 12:15:44$like$644
1038$2018-06-10 07:06:20$like$842
898$2018-04-22 19:07:39$share$187
844$2018-06-05 22:35:42$like$1535
1031$2018-04-02 09:03:52$giveMark$1116$5
1047$2018-06-08 02:30:33$share$1037
673$2018-05-15 02:10:42$giveMark$1499$10
21$2018-07-04 05:02:59$giveMark$1081$7
479$2018-03-09 21:06:22$giveMark$905$2
920$2018-01-08 11:29:24$like$1164
664$2018-08-25 18:41:02$share$903
100$2018-05-07 20:51:22$browse$1057
662$2018-05-05 19:52:37$browse$752
324$2018-04-27 17:57:23$giveMark$1004$8
297$2018-04-27 05:52:06$share$307
299$2018-04-04 08:10:35$browse$1036
34$2018-01-31 10:26:08$like$1639
962$2018-06-19 06:48:40$browse$1257
506$2018-04-14 15:25:30$browse$1741
668$2018-06-15 19:08:40$share$62
335$2018-07-11 13:54:39$share$761
356$2018-08-18 00:57:14$giveMark$1263$10
206$2018-08-03 18:13:49$giveMark$129$10
930$2018-07-01 01:57:03$like$420
606$2018-05-20 13:36:41$giveMark$1372$4
20$2018-10-01 20:03:45$browse$756
190$2018-08-19 03:33:50$share$411
168$2018-04-02 16:57:58$share$1858
226$2018-08-22 17:38:21$share$834
716$2018-04-23 06:51:42$like$427
578$2018-08-02 16:33:49$like$1447
774$2018-05-24 16:44:37$browse$238
461$2018-01-27 01:46:51$like$170
212$2018-02-06 13:59:28$share$530
1029$2018-09-22 02:43:03$giveMark$779$3
215$2018-09-07 03:20:44$browse$194
1$2018-04-13 12:21:03$browse$1055
59$2018-04-10 23:42:28$browse$220
990$2018-08-19 05:35:43$browse$1891
226$2018-05-16 03:52:45$like$1581
631$2018-04-13 12:09:51$share$798
436$2018-09-20 09:28:51$share$1142
670$2018-09-16 17:33:44$browse$963
14$2018-04-15 11:27:50$browse$1322
840$2018-02-02 21:51:08$giveMark$980$9
237$2018-07-09 11:34:52$share$917
723$2018-03-14 13:42:17$like$2024
799$2018-07-09 13:55:55$like$1518
473$2018-09-07 20:11:05$browse$1781
837$2018-09-30 00:39:43$giveMark$1005$4
409$2018-10-09 19:38:13$giveMark$1790$5
1017$2018-05-03 00:36:33$like$1405
124$2018-02-25 16:08:06$browse$1677
964$2018-09-04 20:53:53$giveMark$1770$2
313$2018-04-24 13:18:17$browse$2009
585$2018-08-18 07:58:15$giveMark$1940$9
72$2018-07-20 15:30:43$browse$1249
281$2018-04-27 05:28:57$giveMark$1018$8
140$2018-10-19 11:47:28$browse$1471
160$2018-09-07 17:53:31$share$1959
533$2018-08-12 00:19:38$giveMark$278$6
652$2018-01-23 14:34:31$browse$872
156$2018-08-03 07:37:58$browse$732
97$2018-08-04 14:58:32$share$860
788$2018-04-30 22:13:12$giveMark$1672$6
19$2018-09-06 16:34:26$giveMark$1890$8
327$2018-08-28 17:32:18$browse$972
410$2018-07-24 04:34:33$browse$141
463$2018-10-29 02:54:40$like$1787
896$2018-04-13 04:40:31$giveMark$851$4
377$2018-09-08 11:38:56$share$1076
915$2018-03-04 09:22:32$browse$1305
500$2018-01-18 05:04:49$giveMark$1381$1
880$2018-07-12 21:19:34$share$88
715$2018-04-03 21:42:32$giveMark$1896$2
150$2018-05-19 23:51:30$giveMark$651$3
32$2018-07-14 10:00:32$giveMark$2088$7
843$2018-01-25 01:39:41$giveMark$1798$9
708$2018-09-24 21:32:50$share$2092
754$2018-06-15 04:46:19$giveMark$1816$8
318$2018-08-09 03:02:45$share$171
206$2018-07-01 04:37:20$browse$737
876$2018-05-31 05:54:03$share$902
936$2018-03-27 10:29:42$browse$804
257$2018-10-11 01:09:08$like$1674
